"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"55-59 years"	"55-59"	"Arizona"	"04"	"1998"	"1998"	217277
	"55-59 years"	"55-59"	"Arizona"	"04"	"1999"	"1999"	229310
	"55-59 years"	"55-59"	"Arizona"	"04"	"2000"	"2000"	241181
	"55-59 years"	"55-59"	"Arizona"	"04"	"2001"	"2001"	251367
	"55-59 years"	"55-59"	"Arizona"	"04"	"2002"	"2002"	273288
	"55-59 years"	"55-59"	"Arizona"	"04"	"2003"	"2003"	288991
	"55-59 years"	"55-59"	"Arizona"	"04"	"2004"	"2004"	306685
	"55-59 years"	"55-59"	"Arizona"	"04"	"2005"	"2005"	328711
	"55-59 years"	"55-59"	"Arizona"	"04"	"2006"	"2006"	350991
	"55-59 years"	"55-59"	"Arizona"	"04"	"2007"	"2007"	356562
	"55-59 years"	"55-59"	"Arizona"	"04"	"2008"	"2008"	361835
	"55-59 years"	"55-59"	"Arizona"	"04"	"2009"	"2009"	369424
	"55-59 years"	"55-59"	"Arizona"	"04"	"2010"	"2010"	377452
	"55-59 years"	"55-59"	"Arizona"	"04"	"2011"	"2011"	385605
	"55-59 years"	"55-59"	"Arizona"	"04"	"2012"	"2012"	396209
	"55-59 years"	"55-59"	"Arizona"	"04"	"2013"	"2013"	404945
	"55-59 years"	"55-59"	"Arizona"	"04"	"2014"	"2014"	412850
	"55-59 years"	"55-59"	"Arizona"	"04"	"2015"	"2015"	422163
	"55-59 years"	"55-59"	"Arizona"	"04"	"2016"	"2016"	431347
	"55-59 years"	"55-59"	"Arizona"	"04"	"2017"	"2017"	436563
	"55-59 years"	"55-59"	"Arizona"	"04"	"2018"	"2018"	442085
"Total"	"55-59 years"	"55-59"	"Arizona"	"04"			8629852
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1990"	"1990"	105894
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1991"	"1991"	106435
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1992"	"1992"	107303
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1993"	"1993"	110489
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1994"	"1994"	113500
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1995"	"1995"	115461
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1996"	"1996"	119038
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1997"	"1997"	123954
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1998"	"1998"	130101
	"55-59 years"	"55-59"	"Arkansas"	"05"	"1999"	"1999"	135264
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2000"	"2000"	140326
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2001"	"2001"	142212
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2002"	"2002"	151659
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2003"	"2003"	156775
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2004"	"2004"	163147
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2005"	"2005"	169933
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2006"	"2006"	177584
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2007"	"2007"	177053
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2008"	"2008"	178827
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2009"	"2009"	181568
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2010"	"2010"	184977
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2011"	"2011"	188111
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2012"	"2012"	191373
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2013"	"2013"	193188
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2014"	"2014"	194240
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2015"	"2015"	195941
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2016"	"2016"	197463
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2017"	"2017"	197537
	"55-59 years"	"55-59"	"Arkansas"	"05"	"2018"	"2018"	198163
"Total"	"55-59 years"	"55-59"	"Arkansas"	"05"			4547516
	"55-59 years"	"55-59"	"California"	"06"	"1990"	"1990"	1123739
	"55-59 years"	"55-59"	"California"	"06"	"1991"	"1991"	1119497
	"55-59 years"	"55-59"	"California"	"06"	"1992"	"1992"	1135539
	"55-59 years"	"55-59"	"California"	"06"	"1993"	"1993"	1153837
	"55-59 years"	"55-59"	"California"	"06"	"1994"	"1994"	1175734
	"55-59 years"	"55-59"	"California"	"06"	"1995"	"1995"	1188366
	"55-59 years"	"55-59"	"California"	"06"	"1996"	"1996"	1219267
	"55-59 years"	"55-59"	"California"	"06"	"1997"	"1997"	1270170
	"55-59 years"	"55-59"	"California"	"06"	"1998"	"1998"	1352965
	"55-59 years"	"55-59"	"California"	"06"	"1999"	"1999"	1415902
	"55-59 years"	"55-59"	"California"	"06"	"2000"	"2000"	1477507
	"55-59 years"	"55-59"	"California"	"06"	"2001"	"2001"	1540553
	"55-59 years"	"55-59"	"California"	"06"	"2002"	"2002"	1676464
	"55-59 years"	"55-59"	"California"	"06"	"2003"	"2003"	1763722
	"55-59 years"	"55-59"	"California"	"06"	"2004"	"2004"	1854291
	"55-59 years"	"55-59"	"California"	"06"	"2005"	"2005"	1952482
	"55-59 years"	"55-59"	"California"	"06"	"2006"	"2006"	2037929
	"55-59 years"	"55-59"	"California"	"06"	"2007"	"2007"	2043625
	"55-59 years"	"55-59"	"California"	"06"	"2008"	"2008"	2094639
	"55-59 years"	"55-59"	"California"	"06"	"2009"	"2009"	2156126
	"55-59 years"	"55-59"	"California"	"06"	"2010"	"2010"	2220073
	"55-59 years"	"55-59"	"California"	"06"	"2011"	"2011"	2282566
	"55-59 years"	"55-59"	"California"	"06"	"2012"	"2012"	2349435
	"55-59 years"	"55-59"	"California"	"06"	"2013"	"2013"	2402515
	"55-59 years"	"55-59"	"California"	"06"	"2014"	"2014"	2440909
	"55-59 years"	"55-59"	"California"	"06"	"2015"	"2015"	2483464
	"55-59 years"	"55-59"	"California"	"06"	"2016"	"2016"	2510275
	"55-59 years"	"55-59"	"California"	"06"	"2017"	"2017"	2516563
	"55-59 years"	"55-59"	"California"	"06"	"2018"	"2018"	2518810
"Total"	"55-59 years"	"55-59"	"California"	"06"			52476964
	"55-59 years"	"55-59"	"Colorado"	"08"	"1990"	"1990"	128396
	"55-59 years"	"55-59"	"Colorado"	"08"	"1991"	"1991"	129568
	"55-59 years"	"55-59"	"Colorado"	"08"	"1992"	"1992"	132597
	"55-59 years"	"55-59"	"Colorado"	"08"	"1993"	"1993"	138884
	"55-59 years"	"55-59"	"Colorado"	"08"	"1994"	"1994"	145778
	"55-59 years"	"55-59"	"Colorado"	"08"	"1995"	"1995"	150863
	"55-59 years"	"55-59"	"Colorado"	"08"	"1996"	"1996"	156822
	"55-59 years"	"55-59"	"Colorado"	"08"	"1997"	"1997"	164807
	"55-59 years"	"55-59"	"Colorado"	"08"	"1998"	"1998"	176203
	"55-59 years"	"55-59"	"Colorado"	"08"	"1999"	"1999"	186839
	"55-59 years"	"55-59"	"Colorado"	"08"	"2000"	"2000"	196749
	"55-59 years"	"55-59"	"Colorado"	"08"	"2001"	"2001"	206124
	"55-59 years"	"55-59"	"Colorado"	"08"	"2002"	"2002"	228179
	"55-59 years"	"55-59"	"Colorado"	"08"	"2003"	"2003"	243088
	"55-59 years"	"55-59"	"Colorado"	"08"	"2004"	"2004"	258091
	"55-59 years"	"55-59"	"Colorado"	"08"	"2005"	"2005"	276139
	"55-59 years"	"55-59"	"Colorado"	"08"	"2006"	"2006"	295417
	"55-59 years"	"55-59"	"Colorado"	"08"	"2007"	"2007"	300917
	"55-59 years"	"55-59"	"Colorado"	"08"	"2008"	"2008"	311073
	"55-59 years"	"55-59"	"Colorado"	"08"	"2009"	"2009"	321695
	"55-59 years"	"55-59"	"Colorado"	"08"	"2010"	"2010"	330687
	"55-59 years"	"55-59"	"Colorado"	"08"	"2011"	"2011"	339150
	"55-59 years"	"55-59"	"Colorado"	"08"	"2012"	"2012"	347782
	"55-59 years"	"55-59"	"Colorado"	"08"	"2013"	"2013"	353877
	"55-59 years"	"55-59"	"Colorado"	"08"	"2014"	"2014"	358862
	"55-59 years"	"55-59"	"Colorado"	"08"	"2015"	"2015"	364738
	"55-59 years"	"55-59"	"Colorado"	"08"	"2016"	"2016"	369253
	"55-59 years"	"55-59"	"Colorado"	"08"	"2017"	"2017"	368620
	"55-59 years"	"55-59"	"Colorado"	"08"	"2018"	"2018"	367276
"Total"	"55-59 years"	"55-59"	"Colorado"	"08"			7348474
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1990"	"1990"	145761
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1991"	"1991"	142623
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1992"	"1992"	140750
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1993"	"1993"	141490
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1994"	"1994"	143283
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1995"	"1995"	144064
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1996"	"1996"	147394
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1997"	"1997"	153565
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1998"	"1998"	164026
	"55-59 years"	"55-59"	"Connecticut"	"09"	"1999"	"1999"	171572
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2000"	"2000"	178114
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2001"	"2001"	184458
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2002"	"2002"	199907
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2003"	"2003"	205114
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2004"	"2004"	211572
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2005"	"2005"	219671
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2006"	"2006"	226873
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2007"	"2007"	223556
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2008"	"2008"	227680
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2009"	"2009"	234384
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2010"	"2010"	242305
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2011"	"2011"	250055
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2012"	"2012"	257850
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2013"	"2013"	264265
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2014"	"2014"	268254
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2015"	"2015"	271187
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2016"	"2016"	272882
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2017"	"2017"	271260
	"55-59 years"	"55-59"	"Connecticut"	"09"	"2018"	"2018"	269467
"Total"	"55-59 years"	"55-59"	"Connecticut"	"09"			5973382
	"55-59 years"	"55-59"	"Delaware"	"10"	"1990"	"1990"	29632
	"55-59 years"	"55-59"	"Delaware"	"10"	"1991"	"1991"	29529
	"55-59 years"	"55-59"	"Delaware"	"10"	"1992"	"1992"	29598
	"55-59 years"	"55-59"	"Delaware"	"10"	"1993"	"1993"	30240
	"55-59 years"	"55-59"	"Delaware"	"10"	"1994"	"1994"	30898
	"55-59 years"	"55-59"	"Delaware"	"10"	"1995"	"1995"	31639
	"55-59 years"	"55-59"	"Delaware"	"10"	"1996"	"1996"	32789
	"55-59 years"	"55-59"	"Delaware"	"10"	"1997"	"1997"	34319
	"55-59 years"	"55-59"	"Delaware"	"10"	"1998"	"1998"	36459
	"55-59 years"	"55-59"	"Delaware"	"10"	"1999"	"1999"	38109
	"55-59 years"	"55-59"	"Delaware"	"10"	"2000"	"2000"	39629
	"55-59 years"	"55-59"	"Delaware"	"10"	"2001"	"2001"	40761
	"55-59 years"	"55-59"	"Delaware"	"10"	"2002"	"2002"	44388
	"55-59 years"	"55-59"	"Delaware"	"10"	"2003"	"2003"	46832
	"55-59 years"	"55-59"	"Delaware"	"10"	"2004"	"2004"	49067
	"55-59 years"	"55-59"	"Delaware"	"10"	"2005"	"2005"	51694
	"55-59 years"	"55-59"	"Delaware"	"10"	"2006"	"2006"	54679
	"55-59 years"	"55-59"	"Delaware"	"10"	"2007"	"2007"	54582
	"55-59 years"	"55-59"	"Delaware"	"10"	"2008"	"2008"	55460
	"55-59 years"	"55-59"	"Delaware"	"10"	"2009"	"2009"	56540
	"55-59 years"	"55-59"	"Delaware"	"10"	"2010"	"2010"	58317
	"55-59 years"	"55-59"	"Delaware"	"10"	"2011"	"2011"	60026
	"55-59 years"	"55-59"	"Delaware"	"10"	"2012"	"2012"	62126
	"55-59 years"	"55-59"	"Delaware"	"10"	"2013"	"2013"	63863
	"55-59 years"	"55-59"	"Delaware"	"10"	"2014"	"2014"	65473
	"55-59 years"	"55-59"	"Delaware"	"10"	"2015"	"2015"	66705
	"55-59 years"	"55-59"	"Delaware"	"10"	"2016"	"2016"	67766
	"55-59 years"	"55-59"	"Delaware"	"10"	"2017"	"2017"	68306
	"55-59 years"	"55-59"	"Delaware"	"10"	"2018"	"2018"	68793
"Total"	"55-59 years"	"55-59"	"Delaware"	"10"			1398219
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1990"	"1990"	25645
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1991"	"1991"	24566
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1992"	"1992"	24167
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1993"	"1993"	24111
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1994"	"1994"	24045
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1995"	"1995"	23737
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1996"	"1996"	24259
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1997"	"1997"	24727
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1998"	"1998"	26058
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"1999"	"1999"	27011
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2000"	"2000"	27909
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2001"	"2001"	28521
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2002"	"2002"	30175
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2003"	"2003"	31104
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2004"	"2004"	31931
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2005"	"2005"	33252
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2006"	"2006"	34626
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2007"	"2007"	34041
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2008"	"2008"	33949
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2009"	"2009"	34246
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2010"	"2010"	34492
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2011"	"2011"	35288
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2012"	"2012"	35902
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2013"	"2013"	36568
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2014"	"2014"	36664
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2015"	"2015"	36855
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2016"	"2016"	37048
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2017"	"2017"	36752
	"55-59 years"	"55-59"	"District of Columbia"	"11"	"2018"	"2018"	36676
"Total"	"55-59 years"	"55-59"	"District of Columbia"	"11"			894325
	"55-59 years"	"55-59"	"Florida"	"12"	"1990"	"1990"	581337
	"55-59 years"	"55-59"	"Florida"	"12"	"1991"	"1991"	585132
	"55-59 years"	"55-59"	"Florida"	"12"	"1992"	"1992"	592527
	"55-59 years"	"55-59"	"Florida"	"12"	"1993"	"1993"	606176
	"55-59 years"	"55-59"	"Florida"	"12"	"1994"	"1994"	628320
	"55-59 years"	"55-59"	"Florida"	"12"	"1995"	"1995"	646789
	"55-59 years"	"55-59"	"Florida"	"12"	"1996"	"1996"	671255
	"55-59 years"	"55-59"	"Florida"	"12"	"1997"	"1997"	703384
	"55-59 years"	"55-59"	"Florida"	"12"	"1998"	"1998"	751480
	"55-59 years"	"55-59"	"Florida"	"12"	"1999"	"1999"	789129
	"55-59 years"	"55-59"	"Florida"	"12"	"2000"	"2000"	829302
	"55-59 years"	"55-59"	"Florida"	"12"	"2001"	"2001"	861880
	"55-59 years"	"55-59"	"Florida"	"12"	"2002"	"2002"	937274
	"55-59 years"	"55-59"	"Florida"	"12"	"2003"	"2003"	981822
	"55-59 years"	"55-59"	"Florida"	"12"	"2004"	"2004"	1036034
	"55-59 years"	"55-59"	"Florida"	"12"	"2005"	"2005"	1096358
	"55-59 years"	"55-59"	"Florida"	"12"	"2006"	"2006"	1150141
	"55-59 years"	"55-59"	"Florida"	"12"	"2007"	"2007"	1151092
	"55-59 years"	"55-59"	"Florida"	"12"	"2008"	"2008"	1159372
	"55-59 years"	"55-59"	"Florida"	"12"	"2009"	"2009"	1179080
	"55-59 years"	"55-59"	"Florida"	"12"	"2010"	"2010"	1210151
	"55-59 years"	"55-59"	"Florida"	"12"	"2011"	"2011"	1243021
	"55-59 years"	"55-59"	"Florida"	"12"	"2012"	"2012"	1279244
	"55-59 years"	"55-59"	"Florida"	"12"	"2013"	"2013"	1310383
	"55-59 years"	"55-59"	"Florida"	"12"	"2014"	"2014"	1342020
	"55-59 years"	"55-59"	"Florida"	"12"	"2015"	"2015"	1378892
	"55-59 years"	"55-59"	"Florida"	"12"	"2016"	"2016"	1419013
	"55-59 years"	"55-59"	"Florida"	"12"	"2017"	"2017"	1445438
	"55-59 years"	"55-59"	"Florida"	"12"	"2018"	"2018"	1470580
"Total"	"55-59 years"	"55-59"	"Florida"	"12"			29036626
	"55-59 years"	"55-59"	"Georgia"	"13"	"1990"	"1990"	258596
	"55-59 years"	"55-59"	"Georgia"	"13"	"1991"	"1991"	262415
	"55-59 years"	"55-59"	"Georgia"	"13"	"1992"	"1992"	267405
	"55-59 years"	"55-59"	"Georgia"	"13"	"1993"	"1993"	274941
	"55-59 years"	"55-59"	"Georgia"	"13"	"1994"	"1994"	286084
	"55-59 years"	"55-59"	"Georgia"	"13"	"1995"	"1995"	294284
	"55-59 years"	"55-59"	"Georgia"	"13"	"1996"	"1996"	305956
	"55-59 years"	"55-59"	"Georgia"	"13"	"1997"	"1997"	321512
	"55-59 years"	"55-59"	"Georgia"	"13"	"1998"	"1998"	344223
	"55-59 years"	"55-59"	"Georgia"	"13"	"1999"	"1999"	362385
	"55-59 years"	"55-59"	"Georgia"	"13"	"2000"	"2000"	379438
	"55-59 years"	"55-59"	"Georgia"	"13"	"2001"	"2001"	393182
	"55-59 years"	"55-59"	"Georgia"	"13"	"2002"	"2002"	429690
	"55-59 years"	"55-59"	"Georgia"	"13"	"2003"	"2003"	453041
	"55-59 years"	"55-59"	"Georgia"	"13"	"2004"	"2004"	478477
	"55-59 years"	"55-59"	"Georgia"	"13"	"2005"	"2005"	508314
	"55-59 years"	"55-59"	"Georgia"	"13"	"2006"	"2006"	536414
	"55-59 years"	"55-59"	"Georgia"	"13"	"2007"	"2007"	540663
	"55-59 years"	"55-59"	"Georgia"	"13"	"2008"	"2008"	549947
	"55-59 years"	"55-59"	"Georgia"	"13"	"2009"	"2009"	562443
	"55-59 years"	"55-59"	"Georgia"	"13"	"2010"	"2010"	577859
	"55-59 years"	"55-59"	"Georgia"	"13"	"2011"	"2011"	593467
	"55-59 years"	"55-59"	"Georgia"	"13"	"2012"	"2012"	611687
	"55-59 years"	"55-59"	"Georgia"	"13"	"2013"	"2013"	625720
	"55-59 years"	"55-59"	"Georgia"	"13"	"2014"	"2014"	638190
	"55-59 years"	"55-59"	"Georgia"	"13"	"2015"	"2015"	652222
	"55-59 years"	"55-59"	"Georgia"	"13"	"2016"	"2016"	664822
	"55-59 years"	"55-59"	"Georgia"	"13"	"2017"	"2017"	672817
	"55-59 years"	"55-59"	"Georgia"	"13"	"2018"	"2018"	682347
"Total"	"55-59 years"	"55-59"	"Georgia"	"13"			13528541
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1990"	"1990"	45329
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1991"	"1991"	44951
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1992"	"1992"	44989
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1993"	"1993"	45448
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1994"	"1994"	46416
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1995"	"1995"	47435
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1996"	"1996"	49123
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1997"	"1997"	51682
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1998"	"1998"	55146
	"55-59 years"	"55-59"	"Hawaii"	"15"	"1999"	"1999"	57934
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2000"	"2000"	60944
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2001"	"2001"	64623
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2002"	"2002"	69772
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2003"	"2003"	74707
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2004"	"2004"	79165
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2005"	"2005"	83406
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2006"	"2006"	87025
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2007"	"2007"	89192
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2008"	"2008"	90399
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2009"	"2009"	92530
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2010"	"2010"	93508
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2011"	"2011"	94384
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2012"	"2012"	94923
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2013"	"2013"	94785
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2014"	"2014"	94546
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2015"	"2015"	94279
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2016"	"2016"	93312
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2017"	"2017"	91978
	"55-59 years"	"55-59"	"Hawaii"	"15"	"2018"	"2018"	90807
"Total"	"55-59 years"	"55-59"	"Hawaii"	"15"			2122738
	"55-59 years"	"55-59"	"Idaho"	"16"	"1990"	"1990"	39188
	"55-59 years"	"55-59"	"Idaho"	"16"	"1991"	"1991"	40440
	"55-59 years"	"55-59"	"Idaho"	"16"	"1992"	"1992"	41795
	"55-59 years"	"55-59"	"Idaho"	"16"	"1993"	"1993"	44054
	"55-59 years"	"55-59"	"Idaho"	"16"	"1994"	"1994"	46433
	"55-59 years"	"55-59"	"Idaho"	"16"	"1995"	"1995"	48451
	"55-59 years"	"55-59"	"Idaho"	"16"	"1996"	"1996"	50213
	"55-59 years"	"55-59"	"Idaho"	"16"	"1997"	"1997"	52213
	"55-59 years"	"55-59"	"Idaho"	"16"	"1998"	"1998"	55402
	"55-59 years"	"55-59"	"Idaho"	"16"	"1999"	"1999"	58108
	"55-59 years"	"55-59"	"Idaho"	"16"	"2000"	"2000"	60535
	"55-59 years"	"55-59"	"Idaho"	"16"	"2001"	"2001"	62735
	"55-59 years"	"55-59"	"Idaho"	"16"	"2002"	"2002"	68178
	"55-59 years"	"55-59"	"Idaho"	"16"	"2003"	"2003"	72015
	"55-59 years"	"55-59"	"Idaho"	"16"	"2004"	"2004"	76265
	"55-59 years"	"55-59"	"Idaho"	"16"	"2005"	"2005"	81601
	"55-59 years"	"55-59"	"Idaho"	"16"	"2006"	"2006"	87352
	"55-59 years"	"55-59"	"Idaho"	"16"	"2007"	"2007"	89862
	"55-59 years"	"55-59"	"Idaho"	"16"	"2008"	"2008"	92268
	"55-59 years"	"55-59"	"Idaho"	"16"	"2009"	"2009"	95052
	"55-59 years"	"55-59"	"Idaho"	"16"	"2010"	"2010"	97594
	"55-59 years"	"55-59"	"Idaho"	"16"	"2011"	"2011"	99489
	"55-59 years"	"55-59"	"Idaho"	"16"	"2012"	"2012"	101549
	"55-59 years"	"55-59"	"Idaho"	"16"	"2013"	"2013"	102767
	"55-59 years"	"55-59"	"Idaho"	"16"	"2014"	"2014"	103778
	"55-59 years"	"55-59"	"Idaho"	"16"	"2015"	"2015"	105117
	"55-59 years"	"55-59"	"Idaho"	"16"	"2016"	"2016"	106767
	"55-59 years"	"55-59"	"Idaho"	"16"	"2017"	"2017"	107778
	"55-59 years"	"55-59"	"Idaho"	"16"	"2018"	"2018"	108608
"Total"	"55-59 years"	"55-59"	"Idaho"	"16"			2195607
	"55-59 years"	"55-59"	"Illinois"	"17"	"1990"	"1990"	483955
	"55-59 years"	"55-59"	"Illinois"	"17"	"1991"	"1991"	479641
	"55-59 years"	"55-59"	"Illinois"	"17"	"1992"	"1992"	482596
	"55-59 years"	"55-59"	"Illinois"	"17"	"1993"	"1993"	492716
	"55-59 years"	"55-59"	"Illinois"	"17"	"1994"	"1994"	502517
	"55-59 years"	"55-59"	"Illinois"	"17"	"1995"	"1995"	505708
	"55-59 years"	"55-59"	"Illinois"	"17"	"1996"	"1996"	513699
	"55-59 years"	"55-59"	"Illinois"	"17"	"1997"	"1997"	527799
	"55-59 years"	"55-59"	"Illinois"	"17"	"1998"	"1998"	552995
	"55-59 years"	"55-59"	"Illinois"	"17"	"1999"	"1999"	567540
	"55-59 years"	"55-59"	"Illinois"	"17"	"2000"	"2000"	581134
	"55-59 years"	"55-59"	"Illinois"	"17"	"2001"	"2001"	592146
	"55-59 years"	"55-59"	"Illinois"	"17"	"2002"	"2002"	633979
	"55-59 years"	"55-59"	"Illinois"	"17"	"2003"	"2003"	655253
	"55-59 years"	"55-59"	"Illinois"	"17"	"2004"	"2004"	683028
	"55-59 years"	"55-59"	"Illinois"	"17"	"2005"	"2005"	720161
	"55-59 years"	"55-59"	"Illinois"	"17"	"2006"	"2006"	756726
	"55-59 years"	"55-59"	"Illinois"	"17"	"2007"	"2007"	757044
	"55-59 years"	"55-59"	"Illinois"	"17"	"2008"	"2008"	773071
	"55-59 years"	"55-59"	"Illinois"	"17"	"2009"	"2009"	792394
	"55-59 years"	"55-59"	"Illinois"	"17"	"2010"	"2010"	812843
	"55-59 years"	"55-59"	"Illinois"	"17"	"2011"	"2011"	831144
	"55-59 years"	"55-59"	"Illinois"	"17"	"2012"	"2012"	850788
	"55-59 years"	"55-59"	"Illinois"	"17"	"2013"	"2013"	867178
	"55-59 years"	"55-59"	"Illinois"	"17"	"2014"	"2014"	877201
	"55-59 years"	"55-59"	"Illinois"	"17"	"2015"	"2015"	883707
	"55-59 years"	"55-59"	"Illinois"	"17"	"2016"	"2016"	885807
	"55-59 years"	"55-59"	"Illinois"	"17"	"2017"	"2017"	878415
	"55-59 years"	"55-59"	"Illinois"	"17"	"2018"	"2018"	867598
"Total"	"55-59 years"	"55-59"	"Illinois"	"17"			19808783
	"55-59 years"	"55-59"	"Indiana"	"18"	"1990"	"1990"	240457
	"55-59 years"	"55-59"	"Indiana"	"18"	"1991"	"1991"	239394
	"55-59 years"	"55-59"	"Indiana"	"18"	"1992"	"1992"	240952
	"55-59 years"	"55-59"	"Indiana"	"18"	"1993"	"1993"	246773
